CONTROLN,STATE,GENDER,HV1 - Median Home Value in hundreds,IC1 - Median Household Income in hundreds,IC4,HVP1,IC5,POBC1,POBC2,IC2,IC3,AVGGIFT,TCODE,DOB,DOMAIN,TARGET_D,Described DOMAIN,,Gender,
166927,CA,N,2763,465,626,83,22975,13,49,571,530,20,1002,17.12.1907,S1,20,Highest Socio Economic Group Suburban,,,
180787,WA,N,1113,206,271,7,11015,2,64,213,252,20,1002,05.06.1916,T2,20,Average Socio Economic Group and Town,,,
7048,CA,N,3431,549,664,86,20683,20,51,626,610,"9,941176471",1002,13.01.1909,S1,15,Highest Socio Economic Group Suburban,,,
97691,IL,N,879,464,493,0,15730,4,36,485,463,"9,666666667",1002,19.03.1908,C1,16,Highest Socio Economic Group and City,,,
74436,MI,N,429,179,316,0,11722,1,93,282,239,16,1002,10.08.1915,R3,37,Lowest Socio Economic Group and Rural,,,
129335,CO,N,919,488,529,0,16273,3,31,494,524,"7,272727273",1002,09.09.1913,S1,12,Highest Socio Economic Group Suburban,,,
76316,IA,N,443,261,335,0,11545,1,79,309,292,"9,8",1002,30.12.1899,R2,13,Average Socio Economic Group and Rural,,,
72444,MI,N,521,364,419,0,13027,0,86,384,398,"8,571428571",1002,18.10.1917,R2,10,Average Socio Economic Group and Rural,,,
98275,IL,N,284,224,326,0,11129,0,88,252,284,"9,071428571",1002,30.12.1899,R2,9,Average Socio Economic Group and Rural,,,
85894,SD,N,396,248,304,1,10419,1,18,274,284,"3,125",1002,13.09.1916,R2,3,Average Socio Economic Group and Rural,,,
33355,FL,N,700,383,443,1,14917,5,47,412,421,"12,92307692",1002,30.12.1899,T2,15,Average Socio Economic Group and Town,,,
68718,MI,N,1114,623,621,1,17694,12,76,631,607,"10,73333333",1002,30.12.1899,S1,10,Highest Socio Economic Group Suburban,,,
35328,FL,N,1454,523,579,14,16035,7,28,526,575,"11,64285714",1002,26.11.1915,C1,20,Highest Socio Economic Group and City,,,
85853,MN,N,542,280,320,0,10254,2,79,305,303,7,1002,05.06.1916,R2,20,Average Socio Economic Group and Rural,,,
182490,GU,N,0,0,0,0,0,0,0,0,0,"6,25",1002,11.04.1917,T2,10,Average Socio Economic Group and Town,,,
168648,CA,N,1685,265,408,34,18752,7,41,340,325,"7,545454545",1002,11.07.1911,S1,14,Highest Socio Economic Group Suburban,,,
108724,LA,N,565,259,339,4,11314,0,89,293,305,"6,846153846",1002,14.12.1910,T2,12,Average Socio Economic Group and Town,,,
133283,ID,N,595,276,323,1,9788,2,52,283,312,"10,83333333",1002,30.12.1899,R2,15,Average Socio Economic Group and Rural,,,
133743,ID,N,491,218,283,0,9606,2,40,255,248,"8,25",1002,18.01.1912,R2,20,Average Socio Economic Group and Rural,,,
56113,MS,N,494,259,333,0,10812,1,65,306,296,"4,102564103",1002,30.04.1912,T2,5,Average Socio Economic Group and Town,,,
119154,TX,N,595,400,426,0,14881,0,62,429,387,"5,576923077",1002,28.07.1906,C2,10,Average Socio Economic Group and City,,,
113690,OK,N,530,224,360,1,14188,10,42,242,316,20,1002,10.10.1911,C2,10,Average Socio Economic Group and City,,,
2153,TX,N,839,363,484,0,15463,1,66,419,445,"7,548387097",1002,04.08.1906,S2,8,Average Socio Economic Group Suburban,,,
176140,OR,N,709,349,512,0,18938,4,49,431,420,"8,75",1002,29.04.1909,C1,8,Highest Socio Economic Group and City,,,
113186,OK,N,1385,249,554,8,22877,2,58,409,419,"5,321428571",1002,23.06.1905,C2,5,Average Socio Economic Group and City,,,
47819,AL,N,682,451,485,0,17756,0,65,462,443,"12,7",1002,28.05.1910,T1,10,Highest Socio Economic Group and Town,,,
90532,AZ,N,727,350,426,0,20399,5,13,381,399,"11,2",1002,01.12.1918,S1,20,Highest Socio Economic Group Suburban,,,
171383,CA,N,2051,503,568,55,17646,2,62,519,547,"7,666666667",1002,27.06.1908,C1,7,Highest Socio Economic Group and City,,,
110847,AR,N,419,235,317,0,10482,1,69,277,284,"5,227272727",1002,30.12.1899,R2,5,Average Socio Economic Group and Rural,,,
168644,CA,N,3156,645,664,97,19043,27,50,650,653,"6,75",1002,30.12.1899,S1,9,Highest Socio Economic Group Suburban,,,
96960,IL,N,927,231,299,5,15037,0,82,250,280,"6,647058824",1002,14.12.1910,R2,8,Average Socio Economic Group and Rural,,,
124872,TX,N,550,282,433,2,15296,3,83,401,365,"5,518518519",1002,22.03.1905,C2,5,Average Socio Economic Group and City,,,
20167,NC,N,451,183,274,1,11232,1,84,226,236,"18,33333333",1002,30.12.1899,R2,25,Average Socio Economic Group and Rural,,,
148227,CA,N,2413,564,560,88,16288,25,40,566,553,"10,75",1002,01.09.1907,S1,10,Highest Socio Economic Group Suburban,,,
29875,GA,N,1483,673,774,25,27393,6,47,695,744,20,1002,26.02.1916,C1,20,Highest Socio Economic Group and City,,,
40421,FL,N,1270,363,519,15,17548,8,26,471,429,"6,269230769",1002,15.09.1910,C1,5,Highest Socio Economic Group and City,,,
87508,MT,F,621,214,297,0,9788,1,47,239,270,"6,263157895",1002,03.04.1914,R2,9,Average Socio Economic Group and Rural,,,
129031,TX,N,1269,512,597,15,20906,16,50,574,540,"4,254901961",1002,28.08.1904,U1,10,Highest Socio Economic Group and Urban,,,
47709,AL,N,367,179,276,0,9389,0,79,220,236,"11,44444444",1002,30.06.1905,R3,20,Lowest Socio Economic Group and Rural,,,
158454,CA,N,2326,506,553,74,18918,7,58,545,514,"12,15384615",1002,26.01.1918,U2,12,Average Socio Economic Group and Urban,,,
188734,HI,N,3500,269,285,99,8815,5,8,264,292,"5,375",14002,30.12.1899,T2,5,Average Socio Economic Group and Town,,,
22425,SC,F,454,238,304,0,9795,1,90,261,290,"13,81818182",28028,28.05.1910,R2,20,Average Socio Economic Group and Rural,,,
186109,IL,F,590,353,409,1,13030,2,83,403,362,"8,217391304",28028,01.08.1903,T2,8,Average Socio Economic Group and Town,,,
103590,MO,N,397,203,284,0,9609,1,79,244,246,15,39002,30.12.1899,R3,15,Lowest Socio Economic Group and Rural,,,
44060,FL,N,AAA896,392,520,7,21975,6,16,430,466,28,#N/A,#N/A,#N/A,#N/A,#N/A,,If empty put an N,
96093,IL,N,537,365,473,0,19387,1,89,415,410,"5,666666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
43333,FL,F,725,301,436,3,18837,11,17,340,361,"4,111111111",#N/A,#N/A,#N/A,#N/A,#N/A,,,
21885,NC,N,AAA1095,401,413,7,14014,1,74,407,399,"27,27777778",#N/A,#N/A,#N/A,#N/A,#N/A,,,
190108,FL,F,995,252,348,0,17991,5,6,280,316,6,#N/A,#N/A,#N/A,#N/A,#N/A,,,
100640,IL,N,764,457,501,1,16022,2,75,477,480,"25,57142857",#N/A,#N/A,#N/A,#N/A,#N/A,,,
18581,NC,F,775,318,419,5,13491,0,73,364,380,"4,625",#N/A,#N/A,#N/A,#N/A,#N/A,,Variable,Description
119038,TX,N,890,519,560,0,17872,2,46,525,551,"6,175",#N/A,#N/A,#N/A,#N/A,#N/A,,CONTROLN,Control number (unique record identifier)
173223,CA,F,,184,250,0,8708,2,63,206,235,"8,818181818",#N/A,#N/A,#N/A,#N/A,#N/A,,STATE,State abbreviation (a nominal/symbolic field)
157988,CA,F,AAA2294,593,617,61,17838,7,62,,619,"6,666666667",#N/A,#N/A,#N/A,#N/A,#N/A,,HV1,Median Home Value in hundreds
141720,NV,F,1569,673,781,22,25775,3,44,672,785,13,#N/A,#N/A,#N/A,#N/A,#N/A,,IC1,Median Household Income in hundreds
186272,CA,F,3515,521,588,97,20068,11,54,565,549,"8,64",#N/A,#N/A,#N/A,#N/A,#N/A,,IC2,Median Family Income in hundreds
154301,Cali,F,1026,459,496,1,13803,12,52,470,491,"11,25",#N/A,#N/A,#N/A,#N/A,#N/A,,IC3,Average Household Income in hundreds
189722,AP,N,0,0,0,0,0,0,0,0,0,"5,727272727",#N/A,#N/A,#N/A,#N/A,#N/A,,IC4,Average Family Income in hundreds
188304,KS,F,376,263,316,0,10755@,1,75,303,287,"10,55",#N/A,#N/A,#N/A,#N/A,#N/A,,HVP1,"Percent Home Value >= $200,000"
73699,MI,N,890,463,523,1,9493,5,53,474,512,"11,28571429",#N/A,#N/A,#N/A,#N/A,#N/A,,IC5,Per Capita Income
31977,FL,F,1513,521,702,31,28124,3,24,599,615,"18,5",#N/A,#N/A,#N/A,#N/A,#N/A,,POBC1,Percent Foreign Born
44336,FL,F,948,330,411,4,17728,6,8,365,368,15,#N/A,#N/A,#N/A,#N/A,#N/A,,POBC2,Percent Born in State of Residence
127823,TX,F,258,64,74,0,4236,0,94,60,93,"5,45",#N/A,#N/A,#N/A,#N/A,#N/A,,AVGGIFT,Average dollar amount of gifts to date
150739,CA,N,1951,556,625,44,17208,10,66,578,619,"9,681818182",#N/A,#N/A,#N/A,#N/A,#N/A,,,
41384,FL,F,556,318,,0,11779,16,22,358,320,"9,428571429",#N/A,#N/A,#N/A,#N/A,#N/A,,,
114721,OK,N,1040,472,656,0,26962,2,56,609,579,"11,66666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
111795,AR,N,603,208,341,2,12038,1,70,264,288,5,#N/A,#N/A,#N/A,#N/A,#N/A,,,
64480,IN,F,526,277,370,1,12826,1,80,336,317,"7,142857143",#N/A,#N/A,#N/A,#N/A,#N/A,,,
87259,MT,N,717,302,432,1,15614,1,53,458,349,"9,7",#N/A,#N/A,#N/A,#N/A,#N/A,,,
115823,TX,N,1011,593,650,1,17606,5,61,588,650,"6,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
95701,IL,N,1063,255,317,3,14023,16,53,260,312,"8,372790698",#N/A,#N/A,#N/A,#N/A,#N/A,,,
5172,IL,N,291,136,212,0,8370,5,67,168,180,"10,61111111",#N/A,#N/A,#N/A,#N/A,#N/A,,,
152486,CA,N,1538,271,393,11,15627,5,49,317,342,"5,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
153880,WI,F,592,244,392,1,12220,3,74,341,306,"12,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
101855,MO,N,871,340,416,6,15336,0,71,385,365,"7,857142857",#N/A,#N/A,#N/A,#N/A,#N/A,,,
62932,IN,N,403,174,264,1,9704,0,45,240,201,8,#N/A,#N/A,#N/A,#N/A,#N/A,,,
125930,TX,F,715,339,396,1,12617,3,88,378,371,6,#N/A,#N/A,#N/A,#N/A,#N/A,,,
173653,HI,F,2346,420,503,67,14552,5,78,446,468,"15,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
11011,FL,N,559,232,269,0,10511,11,20,270,257,"12,61111111",#N/A,#N/A,#N/A,#N/A,#N/A,,,
116894,TX,N,,368,531,5,33797,2,42,457,450,"12,25",#N/A,#N/A,#N/A,#N/A,#N/A,,,
154245,CA,F,596,164,190,0,5273,23,57,168,181,"16,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
134773,UT,N,706,362,394,1,10420,1,82,376,379,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
26271,GA,F,878,310,588,30,22281,4,55,517,433,"10,13333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
180292,WA,F,1275,405,545,21,20971,6,51,453,500,"6,6",#N/A,#N/A,#N/A,#N/A,#N/A,,,
10145,CA,F,2362,613,678,74,21179,9,61,632,655,"8,928571429",#N/A,#N/A,#N/A,#N/A,#N/A,,,
133806,ID,N,718,226,357,0,17292,0,39,280,278,20,#N/A,#N/A,#N/A,#N/A,#N/A,,,
112632,CT,N,2531,669,750,77,21094,6,51,730,696,"8,272727273",#N/A,#N/A,#N/A,#N/A,#N/A,,,
143253,CA,F,2089,275,356,56,10484,53,36,296,322,"7,125",#N/A,#N/A,#N/A,#N/A,#N/A,,,
403,AL,N,765,408,472,1,15150,1,68,430,441,"33,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
189882,ND,F,832,310,376,0,11972,1,85,338,348,10,#N/A,#N/A,#N/A,#N/A,#N/A,,,
119570,TX,N,1458,299,446,8,19185,4,56,354,356,"6,181818182",#N/A,#N/A,#N/A,#N/A,#N/A,,,
144021,CA,F,1590,240,257,25,7559,57,34,238,262,"13,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
93356,IL,F,613,212,355,0,11792,1,60,245,294,"11,83333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
24711,SC,F,477,256,316,0,10621,1,80,282,292,"5,875",#N/A,#N/A,#N/A,#N/A,#N/A,,,
74914,IA,F,424,192,256,0,9497,1,78,256,230,"4,863636364",#N/A,#N/A,#N/A,#N/A,#N/A,,,
6909,CO,N,383,252,380,0,14045,0,78,256,359,"13,82352941",#N/A,#N/A,#N/A,#N/A,#N/A,,,
124543,TX,N,688,422,490,0,16561,0,84,466,457,"11,06666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
163018,CA,N,3500,351,407,57,26034,36,28,260,463,"15,66666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
190671,CA,N,2143,280,373,63,12935,29,36,353,328,"9,260869565",#N/A,#N/A,#N/A,#N/A,#N/A,,,
33356,FL,F,625,246,536,3,19102,1,47,466,362,"14,09090909",#N/A,#N/A,#N/A,#N/A,#N/A,,,
151600,Cali,N,1560,500,485,5,13816,22,38,488,487,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
21259,NC,F,716,146,382,1,11136,2,66,339,227,"12,47826087",#N/A,#N/A,#N/A,#N/A,#N/A,,,
128987,TX,F,1247,215,444,17,16891,16,50,313,350,"26,33333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
108926,LA,N,611,265,337,1,12313,4,52,323,302,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
154709,Cali,F,1431,291,376,24,10498,18,48,390,315,13,#N/A,#N/A,#N/A,#N/A,#N/A,,,
108050,LA,F,1089,431,538,1,16777,2,64,520,480,"5,2",#N/A,#N/A,#N/A,#N/A,#N/A,,,
187274,IA,F,435,244,329,0,10692,2,76,298,281,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
171655,Cali,F,1409,321,428,21,15611,3,57,405,377,"12,66666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
160488,OR,N,647,369,463,0,18492,6,34,422,401,"9,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
21305,NC,N,415,199,300,0,11449,0,86,308,242,"8,333333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
98470,IL,F,492,172,399,0,13218,3,85,384,276,"8,75",#N/A,#N/A,#N/A,#N/A,#N/A,,,
140586,TX,N,1043,610,788,13,49744,2,70,682,731,"13,25",#N/A,#N/A,#N/A,#N/A,#N/A,,,
158101,Cali,N,3668,690,780,97,32964,10,44,693,781,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
150043,Cali,N,3491,791,903,94,32718,18,44,828,853,20,#N/A,#N/A,#N/A,#N/A,#N/A,,,
96251,IL,F,192,164,224,0,7361,3,89,211,186,"5,866666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
188547,Cali,N,0,0,0,0,0,0,0,0,0,"20,26086957",#N/A,#N/A,#N/A,#N/A,#N/A,,,
180617,WA,N,824,225,383,10,13090,7,52,308,293,"7,483333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
86000,SD,F,428,205,309,0,11192,2,62,318,245,"11,25",#N/A,#N/A,#N/A,#N/A,#N/A,,,
13265,AL,F,417,122,250,0,9715,0,64,283,160,"7,75",#N/A,#N/A,#N/A,#N/A,#N/A,,,
71,TN,F,399,307,352,0,11428,0,85,315,336,"6,818181818",#N/A,#N/A,#N/A,#N/A,#N/A,,,
148969,Cali,F,2377,633,663,85,19545,13,53,637,652,"9,111111111",#N/A,#N/A,#N/A,#N/A,#N/A,,,
156324,Cali,N,2016,431,497,51,17882,11,53,465,459,"8,75",#N/A,#N/A,#N/A,#N/A,#N/A,,,
130976,CO,F,933,289,379,0,14104,6,42,332,349,"8,142857143",#N/A,#N/A,#N/A,#N/A,#N/A,,,
140141,NM,F,619,215,268,4,10427,2,50,222,260,"12,8",#N/A,#N/A,#N/A,#N/A,#N/A,,,
85416,Cali,F,3303,533,614,94,24251,13,45,568,586,14,#N/A,#N/A,#N/A,#N/A,#N/A,,,
108150,LA,F,960,479,613,0,19518,10,57,526,548,"15,2",#N/A,#N/A,#N/A,#N/A,#N/A,,,
129823,CO,N,1236,622,737,13,25882,2,29,630,727,"6,076923077",#N/A,#N/A,#N/A,#N/A,#N/A,,,
104413,AZ,N,473,164,215,1,9819,6,23,179,207,"5,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
60512,IL,N,1055,366,400,0,11289,8,74,462,379,"20,8",#N/A,#N/A,#N/A,#N/A,#N/A,,,
90480,IL,F,1509,545,680,19,23170,7,75,617,599,9,#N/A,#N/A,#N/A,#N/A,#N/A,,,
148911,Cali,F,1953,454,564,47,21667,11,47,526,478,"15,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
52990,TN,N,927,299,410,1,14428,1,56,322,372,5,#N/A,#N/A,#N/A,#N/A,#N/A,,,
148022,Cali,F,2098,305,368,56,13564,56,25,311,352,"6,076923077",#N/A,#N/A,#N/A,#N/A,#N/A,,,
147406,Cali,N,5209,1054,1128,99,52654,7,47,1220,1058,"30,94117647",#N/A,#N/A,#N/A,#N/A,#N/A,,,
103468,MO,F,476,219,319,0,10966,1,74,280,272,"7,1",#N/A,#N/A,#N/A,#N/A,#N/A,,,
84100,MN,N,1515,648,781,17,25787,6,63,684,717,14,#N/A,#N/A,#N/A,#N/A,#N/A,,,
137548,AZ,N,2158,411,640,54,33235,7,12,516,535,"7,933333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
6932,MO,N,1110,460,624,5,21875,2,58,544,538,"7,264705882",#N/A,#N/A,#N/A,#N/A,#N/A,,,
37118,FL,N,581,349,373,0,9667,19,53,361,359,"9,857142857",#N/A,#N/A,#N/A,#N/A,#N/A,,,
109179,LA,N,563,259,342,3,10726,1,90,301,308,"10,18181818",#N/A,#N/A,#N/A,#N/A,#N/A,,,
140642,NM,F,740,240,324,2,10701,9,26,288,294,5,#N/A,#N/A,#N/A,#N/A,#N/A,,,
77057,IA,F,516,332,379,0,13293,2,75,378,347,"12,33333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
83131,MN,N,575,249,316,0,9843,0,86,282,290,10,#N/A,#N/A,#N/A,#N/A,#N/A,,,
168078,Cali,N,2357,511,609,81,23786,26,55,540,570,"13,66666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
32975,SC,N,645,304,376,0,6826,3,15,360,306,"10,875",#N/A,#N/A,#N/A,#N/A,#N/A,,,
37472,FL,N,825,233,301,0,9747,63,21,239,290,20,#N/A,#N/A,#N/A,#N/A,#N/A,,,
63113,IN,N,531,246,290,0,10423,2,70,278,272,"5,375",#N/A,#N/A,#N/A,#N/A,#N/A,,,
57039,KY,F,195,131,179,0,5727,0,94,148,159,"4,302325581",#N/A,#N/A,#N/A,#N/A,#N/A,,,
58786,KY,F,423,293,279,0,10343,0,82,297,274,"6,055555556",#N/A,#N/A,#N/A,#N/A,#N/A,,,
164306,Cali,F,2725,629,734,83,24424,9,51,684,662,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
113129,OK,F,359,220,299,0,13024,0,64,247,270,20,#N/A,#N/A,#N/A,#N/A,#N/A,,,
19094,CT,F,1373,472,517,2,17363,5,71,463,504,"28,33333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
102224,NJ,N,1439,370,464,3,13353,15,61,414,417,"6,125",#N/A,#N/A,#N/A,#N/A,#N/A,,,
155375,Cali,F,889,398,495,0,13782,7,68,488,450,"5,846153846",#N/A,#N/A,#N/A,#N/A,#N/A,,,
185030,FL,N,824,248,326,0,15008,15,7,274,288,"10,15384615",#N/A,#N/A,#N/A,#N/A,#N/A,,,
149887,Cali,N,1993,442,520,49,16427,15,53,472,484,"10,83333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
117216,TX,F,618,233,394,0,12864,9,75,310,302,"10,25",#N/A,#N/A,#N/A,#N/A,#N/A,,,
167892,Cali,F,3259,267,591,83,19399,17,49,626,508,"7,666666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
107618,NE,F,151,180,273,0,9138,0,68,208,230,"2,361111111",#N/A,#N/A,#N/A,#N/A,#N/A,,,
72410,MI,N,492,272,402,0,14442,1,55,370,317,"14,57142857",#N/A,#N/A,#N/A,#N/A,#N/A,,,
112319,AR,F,892,380,468,5,19444,2,21,406,426,17,#N/A,#N/A,#N/A,#N/A,#N/A,,,
28061,GA,F,948,531,584,1,19537,2,65,530,585,"5,484848485",#N/A,#N/A,#N/A,#N/A,#N/A,,,
108371,LA,F,717,190,302,0,10888,21,62,313,235,"24,16666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
187807,MI,N,612,330,400,1,13162,1,27,326,392,"12,1",#N/A,#N/A,#N/A,#N/A,#N/A,,,
180383,WA,F,919,338,346,1,12507,5,56,337,349,"8,214285714",#N/A,#N/A,#N/A,#N/A,#N/A,,,
183013,WA,N,697,317,406,0,13561,3,34,364,337,10,#N/A,#N/A,#N/A,#N/A,#N/A,,,
187769,Cali,N,5059,693,847,99,29368,10,48,752,751,"10,6",#N/A,#N/A,#N/A,#N/A,#N/A,,,
191056,Cali,N,5667,492,848,98,51280,11,35,808,594,"28,83333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
151891,Cali,F,2750,668,781,91,26199,10,44,701,717,"11,44444444",#N/A,#N/A,#N/A,#N/A,#N/A,,,
5822,KS,F,513,400,482,0,20842,3,66,434,436,"6,07675",#N/A,#N/A,#N/A,#N/A,#N/A,,,
164969,Cali,F,1848,505,581,33,19729,28,49,515,560,"5,684210526",#N/A,#N/A,#N/A,#N/A,#N/A,,,
172846,Cali,N,1417,406,508,18,18590,29,49,341,519,"14,11111111",#N/A,#N/A,#N/A,#N/A,#N/A,,,
95951,IL,F,347,210,286,0,10356,6,74,255,229,"8,076923077",#N/A,#N/A,#N/A,#N/A,#N/A,,,
18089,NC,N,994,404,530,2,17420,1,70,475,485,"13,77777778",#N/A,#N/A,#N/A,#N/A,#N/A,,,
35276,FL,N,3542,642,843,76,53131,3,31,690,807,"6,642857143",#N/A,#N/A,#N/A,#N/A,#N/A,,,
18607,NC,N,797,377,451,2,16163,0,74,418,423,"7,769230769",#N/A,#N/A,#N/A,#N/A,#N/A,,,
61275,IN,N,791,361,428,1,13805,1,74,407,390,"7,636363636",#N/A,#N/A,#N/A,#N/A,#N/A,,,
36141,FL,F,957,408,459,16,17718,5,17,399,450,15,#N/A,#N/A,#N/A,#N/A,#N/A,,,
85716,MN,F,357,164,254,0,8443,1,78,214,215,25,#N/A,#N/A,#N/A,#N/A,#N/A,,,
154195,Cali,F,896,336,418,2,14513,7,46,362,389,20,#N/A,#N/A,#N/A,#N/A,#N/A,,,
46755,AL,F,402,232,300,0,10540,1,86,249,276,"4,833333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
13239,FL,N,3083,166,332,52,16019,26,3,270,233,"2,916666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
86068,SD,F,460,247,372,0,11245,1,69,357,300,"9,363636364",#N/A,#N/A,#N/A,#N/A,#N/A,,,
67900,MI,N,294,279,404,0,10385,2,80,355,391,"17,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
59610,IN,F,1199,547,605,2,20694,0,69,556,597,10,#N/A,#N/A,#N/A,#N/A,#N/A,,,
13378,CA,F,1125,280,362,15,10857,10,51,336,305,"5,714285714",#N/A,#N/A,#N/A,#N/A,#N/A,,,
20752,NC,N,974,252,330,3,13321,2,32,279,300,"8,533333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
30934,GA,N,316,213,280,0,8956,0,79,238,254,"12,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
102163,MO,F,825,401,555,1,28003,4,49,463,464,25,#N/A,#N/A,#N/A,#N/A,#N/A,,,
128976,TX,F,642,271,312,0,9453,12,35,284,306,"6,142857143",#N/A,#N/A,#N/A,#N/A,#N/A,,,
44088,IN,N,1263,468,601,21,26265,4,58,517,548,"7,6875",#N/A,#N/A,#N/A,#N/A,#N/A,,,
154931,CA,F,1809,454,543,35,15886,12,44,466,503,8,#N/A,#N/A,#N/A,#N/A,#N/A,,,
87939,IL,N,5294,1035,1065,96,60053,12,57,1165,1012,13,#N/A,#N/A,#N/A,#N/A,#N/A,,,
140779,NV,F,1161,448,570,5,20691,8,14,484,536,"5,75",#N/A,#N/A,#N/A,#N/A,#N/A,,,
113838,OK,F,295,150,248,0,8962,1,62,203,195,"6,333333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
156568,CA,N,3020,756,823,95,26135,4,46,765,809,"40,08333333",#N/A,#N/A,#N/A,#N/A,#N/A,,,
130485,CO,F,431,258,541,0,25828,3,32,342,386,"8,571428571",#N/A,#N/A,#N/A,#N/A,#N/A,,,
101803,MO,F,544,264,340,0,16194,1,71,283,326,11,#N/A,#N/A,#N/A,#N/A,#N/A,,,
41899,FL,N,618,223,335,2,13341,7,22,278,278,"7,846153846",#N/A,#N/A,#N/A,#N/A,#N/A,,,
30795,GA,N,323,183,210,2,7139,0,77,207,201,"5,444444444",#N/A,#N/A,#N/A,#N/A,#N/A,,,
133256,ID,N,1104,511,566,7,17366,3,50,528,534,13,#N/A,#N/A,#N/A,#N/A,#N/A,,,
151203,CA,N,2135,417,456,58,18907,10,55,417,433,"8,2",#N/A,#N/A,#N/A,#N/A,#N/A,,,
31425,GA,N,671,287,441,3,16517,4,70,365,372,"4,888888889",#N/A,#N/A,#N/A,#N/A,#N/A,,,
70524,MI,F,510,228,394,0,12576,1,80,370,324,"10,8",#N/A,#N/A,#N/A,#N/A,#N/A,,,
161229,CA,F,650,302,318,13,7080,43,49,302,315,"8,666666667",#N/A,#N/A,#N/A,#N/A,#N/A,,,
83181,MN,F,487,248,327,0,10792,1,88,287,286,"12,72727273",#N/A,#N/A,#N/A,#N/A,#N/A,,,
143528,CA,F,2925,288,376,83,23046,27,21,305,353,"7,523809524",#N/A,#N/A,#N/A,#N/A,#N/A,,,
42970,FL,N,884,242,313,1,13491,6,6,268,271,"4,428571429",#N/A,#N/A,#N/A,#N/A,#N/A,,,
83708,MN,F,753,341,442,0,15502,1,80,393,373,"8,4",#N/A,#N/A,#N/A,#N/A,#N/A,,,
101390,MO,F,594,337,347,1,13094,0,79,350,343,"2,571428571",#N/A,#N/A,#N/A,#N/A,#N/A,,,
77898,WI,N,627,367,444,0,15350,6,71,427,394,"7,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
77345,WI,N,806,331,447,0,15120,1,85,420,382,"13,2",#N/A,#N/A,#N/A,#N/A,#N/A,,,
142579,CA,F,3149,504,672,80,22033,8,33,601,562,"10,71428571",#N/A,#N/A,#N/A,#N/A,#N/A,,,
162209,CA,F,5266,495,785,96,43828,17,36,675,669,"9,2",#N/A,#N/A,#N/A,#N/A,#N/A,,,
171396,CA,N,1401,441,466,1,15438,6,49,445,462,5,#N/A,#N/A,#N/A,#N/A,#N/A,,,
129530,CO,N,593,163,230,0,9520,8,33,180,207,"12,5",#N/A,#N/A,#N/A,#N/A,#N/A,,,
33773,FL,F,915,308,438,13,17783,8,19,357,367,13,#N/A,#N/A,#N/A,#N/A,#N/A,,,
10031,NE,F,456,258,381,2,13411,2,75,311,314,"7,285714286",#N/A,#N/A,#N/A,#N/A,#N/A,,,
62056,IN,N,610,319,407,0,11815,0,86,336,384,"4,625",#N/A,#N/A,#N/A,#N/A,#N/A,,,
11494,FL,N,1229,469,544,21,17313,2,30,502,507,"8,4",#N/A,#N/A,#N/A,#N/A,#N/A,,,
